name,URL,author,publisher,date,price,date,price,rate,comment
不能承受的生命之轻,https://book.douban.com/subject/4920007/,米兰·昆德拉 , 上海译文出版社 , 2010-8 , 29.00元, 2010-8 , 29.00元,8.8,空
霸王别姬,https://book.douban.com/subject/1088711/,李碧华 , 人民文学出版社 , 1999-1 , 10.20元, 1999-1 , 10.20元,9.1,人间，只是抹去了脂粉的脸
古文观止,https://book.douban.com/subject/1014561/,吴楚材 , 中华书局 , 1987-1-1 , 21.00元, 1987-1-1 , 21.00元,9.1,收录自先秦至明末的散文二百二十二篇
球状闪电,https://book.douban.com/subject/1192090/,刘慈欣 , 四川科学技术出版社 , 2005-6 , 22.00元, 2005-6 , 22.00元,8.7,量子之外，没有真相
亮剑,https://book.douban.com/subject/1088022/,都梁 , 解放军文艺出版社 , 2005-3 , 28.00元, 2005-3 , 28.00元,9.0,面对强大的对手，明知不敌，也要毅然亮剑
强风吹拂,https://book.douban.com/subject/26210487/,三浦紫苑 , 广西师范大学出版社 , 2015-1-1 , 39.00元, 2015-1-1 , 39.00元,9.0,明明这么痛苦，这么难过，为什么就是不能放弃跑步？
草房子,https://book.douban.com/subject/1052990/,曹文轩 , 江苏少年儿童出版社 , 2009-6 , 18.00元, 2009-6 , 18.00元,9.0,男孩桑桑刻骨铭心、终身难忘的六年小学生活
我的阿勒泰,https://book.douban.com/subject/4884218/,李娟 , 云南人民出版社 , 2010-7 , 22.00元, 2010-7 , 22.00元,8.9,描写疆北阿勒泰地区生活和风情的原生态散文集
我也有一个梦想,https://book.douban.com/subject/1014825/,林达 , 生活·读书·新知三联书店 , 2004-08 , 25.00元, 2004-08 , 25.00元,9.0,在法治国家里，民众怎样运用法律
倾城之恋,https://book.douban.com/subject/1985223/,张爱玲 , 北京十月文艺出版社 , 2006-12 , 29.80元, 2006-12 , 29.80元,8.7,“一对平凡的夫妻”之间的“一点真心”
社会心理学,https://book.douban.com/subject/1476651/,[美] 戴维·迈尔斯 , 人民邮电出版社 , 2006-1 , 68.00元, 2006-1 , 68.00元,9.0,人们是如何思索、影响他人并与他人建立联系的
海风中失落的血色馈赠,https://book.douban.com/subject/26357614/,[加拿大] 阿利斯泰尔·麦克劳德 , 上海文艺出版社 , 2015-6-1 , CNY 20.00, 2015-6-1 , CNY 20.00,9.0,男女之间、父母与子女之间紧密的纽带和难以逾越的鸿沟
安娜·卡列尼娜,https://book.douban.com/subject/2253380/,[俄] 列夫·托尔斯泰 , 上海文艺出版社 , 2007-8 , 37.00元, 2007-8 , 37.00元,9.2,空
麦琪的礼物,https://book.douban.com/subject/1051193/,[美] 欧·亨利 , 上海社会科学院出版社 , 2003-7 , 25.00元, 2003-7 , 25.00元,8.7,日常的奇迹
激荡三十年（上）,https://book.douban.com/subject/1970428/,吴晓波 , 中信出版社 浙江人民出版社 , 2007-1 , 35.00, 2007-1 , 35.00,8.8,这是一个最好的时代，也是一个最坏的时代
2001：太空漫游,https://book.douban.com/subject/30471298/,[英] 阿瑟·克拉克 , 上海文艺出版社 , 2019-5-10 , 62.00元, 2019-5-10 , 62.00元,9.3,空
万物有灵且美,https://book.douban.com/subject/4187411/,[英] 吉米·哈利 , 中国城市出版社 , 2010-1 , 28.80, 2010-1 , 28.80,8.9,活泼的生命完全无须借助魔法，便能对我们述说至美至真的故事
恶意,https://book.douban.com/subject/26877752/,[日] 东野圭吾 , 南海出版公司 , 2016-11 , 39.50元, 2016-11 , 39.50元,8.7,空
孩子你慢慢来,https://book.douban.com/subject/4207781/,龙应台 , 生活·读书·新知三联书店 , 2009-12-1 , 28.00元, 2009-12-1 , 28.00元,8.7,我们现在怎样做母亲
送你一颗子弹,https://book.douban.com/subject/4238362/,刘瑜 , 上海三联书店 , 2010-1 , 25.00元, 2010-1 , 25.00元,8.6,在这本书里，被“审视”的东西杂七杂八
一桩事先张扬的凶杀案,https://book.douban.com/subject/24382569/,[哥伦比亚] 加西亚·马尔克斯 , 南海出版公司 , 2013-6 , 25.00元, 2013-6 , 25.00元,8.7,我如此急切地想要讲述这桩案件，也许是它最终确定了我的作家生涯
浮生六记,https://book.douban.com/subject/1088581/,（清）沈复 , 人民文学出版社 , 1999-1 , 38, 1999-1 , 38,8.7,苟不记之笔墨，未免有辜彼苍之厚
罗生门,https://book.douban.com/subject/3136271/,[日] 芥川龙之介 , 上海译文出版社 , 2008-7 , 12.00元, 2008-7 , 12.00元,8.7,人生，远比地狱更像地狱
额尔古纳河右岸,https://book.douban.com/subject/3311253/,迟子建 , 北京十月文艺出版社 , 2005-12 , 29.00元, 2005-12 , 29.00元,9.0,东北少数民族鄂温克人生存现状及百年沧桑
半生缘,https://book.douban.com/subject/10757938/,张爱玲 , 北京十月文艺出版社 , 2012-6-1 , 29.60元, 2012-6-1 , 29.60元,9.1,空
天朝的崩溃,https://book.douban.com/subject/1675478/,茅海建 , 生活·读书·新知三联书店 , 2005-7 , 32.00元, 2005-7 , 32.00元,9.1,鸦片战争再研究
情书,https://book.douban.com/subject/1080370/,[日] 岩井俊二 , 天津人民出版社 , 2004-7 , 18.00元, 2004-7 , 18.00元,8.6,一场同名同姓的误会，两段可贵的爱情
倚天屠龙记,https://book.douban.com/subject/1070851/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00, 1999-04 , 47.00,8.7,不识张郎是张郎
冰与火之歌,https://book.douban.com/subject/25826936/,乔治·马丁 , 重庆出版社 , 2013-10-1 , 330.00元, 2013-10-1 , 330.00元,9.5,乔治·R·R·马丁史诗奇幻小说
雨季不再来,https://book.douban.com/subject/2136140/,三毛 , 北京十月文艺出版社 , 2007-7 , 28.00元, 2007-7 , 28.00元,8.8,三毛少女时代的成长感受
野火集,https://book.douban.com/subject/1426971/,龙应台 , 文汇出版社 , 2005-8 , 25.00元, 2005-8 , 25.00元,8.8,中国人，你为什么不生气
尼罗河上的惨案,https://book.douban.com/subject/1818347/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 22.00元, 2006-5 , 22.00元,8.7,阿加莎·克里斯蒂代表作
理想国,https://book.douban.com/subject/1004821/,[古希腊] 柏拉图 , 商务印书馆 , 1986-8 , 28.00元, 1986-8 , 28.00元,8.8,人类历史上最早的乌托邦
九州·缥缈录,https://book.douban.com/subject/1321017/,江南 , 新世界出版社 , 2005-6 , 20.00元, 2005-6 , 20.00元,8.8,乱世的英雄史诗
银河系漫游指南,https://book.douban.com/subject/1394364/,[英] 道格拉斯·亚当斯 , 四川科学技术出版社 , 2005-6 , 16.00元, 2005-6 , 16.00元,8.8,一场穿越银河的冒险
渴望生活,https://book.douban.com/subject/3054821/,[美] 欧文·斯通 , 北京十月文艺出版社 , 2008-4 , 29.80元, 2008-4 , 29.80元,9.2,梵高悲惨而成就辉煌的人生
天生有罪,https://book.douban.com/subject/30125030/,[南非] 特雷弗·诺亚 , 北京联合出版公司 , 2018-2-1 , 58.00, 2018-2-1 , 58.00,9.1,空
荒原狼,https://book.douban.com/subject/3131626/,[德]赫尔曼·黑塞 , 上海译文出版社 , 2008-7 , 13.00, 2008-7 , 13.00,9.0,“超现实主义”风格作品，德国的《尤利西斯》
一间只属于自己的房间,https://book.douban.com/subject/34835082/,[英] 弗吉尼亚·伍尔夫 , 天津人民出版社 , 2019-10 , 45.00元, 2019-10 , 45.00元,9.2,空
雕刻时光,https://book.douban.com/subject/26435510/,[苏] 安德烈·塔可夫斯基 , 南海出版公司 , 2016-5 , 45.00元, 2016-5 , 45.00元,9.5,空
一千零一夜,https://book.douban.com/subject/1035848/,纳训 , 人民文学出版社 , 2003-01 , 22.00, 2003-01 , 22.00,8.7,阿拉伯地区的古代民间传说
雷雨,https://book.douban.com/subject/1013416/,曹禺 , 人民文学出版社 , 1999-05 , 9.20, 1999-05 , 9.20,8.7,一幕人生大悲剧，在一个雷雨夜爆发
从零开始的女性主义,https://book.douban.com/subject/35523099/,[日本] 上野千鹤子 , 北京联合出版公司 , 2021-9 , 52.00元, 2021-9 , 52.00元,8.7,空
地下室手记,https://book.douban.com/subject/34990839/,[俄] 陀思妥耶夫斯基 , 浙江文艺出版社 , 2020-5 , 39.8, 2020-5 , 39.8,9.3,空
孙子兵法,https://book.douban.com/subject/1949420/,孙武 , 上海古籍出版社 , 2006-7 , 20.00元, 2006-7 , 20.00元,9.4,我国最古老最杰出的一部兵书
当呼吸化为空气,https://book.douban.com/subject/26896859/,[美] 保罗·卡拉尼什 , 浙江文艺出版社 , 2016-12 , 48.00元, 2016-12 , 48.00元,8.9,你在死亡中探究生命的意义，你见证生前的呼吸化作死后的空气
你好，旧时光（上 下）,https://book.douban.com/subject/4166819/,八月长安 , 新世界出版社 , 2009-12 , 39.80元, 2009-12 , 39.80元,8.7,原作名切题
最好的我们,https://book.douban.com/subject/24754316/,八月长安 , 湖南文艺出版社 , 2013-8-5 , 55, 2013-8-5 , 55,8.7,耿耿余淮
水浒传（全二册）,https://book.douban.com/subject/1008357/,[明] 施耐庵 , 人民文学出版社 , 1997-1 , 50.60元, 1997-1 , 50.60元,8.7,替天行道
枪炮、病菌与钢铁,https://book.douban.com/subject/1813841/,[美] 贾雷德·戴蒙德 , 上海译文出版社 , 2006-4-1 , 45.00元, 2006-4-1 , 45.00元,8.7,人类社会的命运
现代艺术150年,https://book.douban.com/subject/26854318/,[英] 威尔·贡培兹 , 广西师范大学出版社 , 2017-3-1 , 65.00元, 2017-3-1 , 65.00元,9.2,空
目送,https://book.douban.com/subject/3995526/,龙应台 , 生活·读书·新知三联书店 , 2009-10 , 39.00元, 2009-10 , 39.00元,8.6,不必追
西线无战事,https://book.douban.com/subject/35272817/,[德] 埃里希·玛丽亚·雷马克 , 上海文艺出版社 , 2021-1 , 49, 2021-1 , 49,9.5,空
解忧杂货店,https://book.douban.com/subject/25862578/,[日] 东野圭吾 , 南海出版公司 , 2014-5 , 39.50元, 2014-5 , 39.50元,8.5,现代人内心流失的东西，这家杂货店能帮你找回
二手时间,https://book.douban.com/subject/26704403/,[白俄] S. A. 阿列克谢耶维奇 , 中信出版社 , 2016-1 , 55.00元, 2016-1 , 55.00元,8.9,用最为细小的马赛克拼出了一幅完整的后苏联时代图景
亲爱的安德烈,https://book.douban.com/subject/3369793/,龙应台 , 人民文学出版社 , 2008-12 , 26.00, 2008-12 , 26.00,8.6,弭平代沟，跨越文化阻隔
象棋的故事,https://book.douban.com/subject/2158684/,[奥] 斯蒂芬·茨威格 , 上海译文出版社 , 2007-7 , 23.00元, 2007-7 , 23.00元,9.1,纳粹法西斯对人心灵的折磨及摧残
顾城的诗,https://book.douban.com/subject/1033825/,顾城 , 人民文学出版社 , 1998-12 , 20.00, 1998-12 , 20.00,8.8,火焰是我们诗歌唯一的读者
你一生的故事,https://book.douban.com/subject/26295448/,[美] 特德·姜 , 译林出版社 , 2015-5 , 36.00元, 2015-5 , 36.00元,8.7,特德·姜科幻小说集
论语,https://book.douban.com/subject/1964774/,刘胜利 , 中华书局 , 2006-12 , 9.80元, 2006-12 , 9.80元,9.1,仁远乎哉？我欲仁，斯仁至矣
认识电影,https://book.douban.com/subject/2326403/,[美] 路易斯·贾内梯 , 世界图书出版公司 , 2007-11 , 68.00元, 2007-11 , 68.00元,8.9,电影入门经典之作
庄子,https://book.douban.com/subject/2046236/,孙通海 译注 , 中华书局 , 2007-04 , 20.00元, 2007-04 , 20.00元,9.4,野马也，尘埃也，生物之以息相吹也
银河帝国：基地七部曲,https://book.douban.com/subject/26389895/,[美] 艾萨克·阿西莫夫 , 江苏凤凰文艺出版社 , 2015-10-1 , 328.00元, 2015-10-1 , 328.00元,9.5,阿西莫夫经典科幻小说
青铜时代,https://book.douban.com/subject/1085883/,王小波 , 花城出版社 , 1997-5 , 29.00元, 1997-5 , 29.00元,8.8,唐人传奇贯注现代情趣
上学记,https://book.douban.com/subject/1859140/,何兆武 口述 , 生活·读书·新知三联书店 , 2006-8 , 19.80元, 2006-8 , 19.80元,8.9,20世纪中国知识分子的心灵史
火星救援,https://book.douban.com/subject/26586492/,[美]安迪•威尔 , 译林出版社 , 2015-10 , 38.00, 2015-10 , 38.00,8.9,跟火星来一场不是你死就是我活的过家家游戏
荆棘鸟,https://book.douban.com/subject/1086249/,[澳] 考琳·麦卡洛 , 译林出版社 , 1998-7 , 28.00元, 1998-7 , 28.00元,8.6,澳洲乱世情
骆驼祥子,https://book.douban.com/subject/1043815/,老舍 , 人民文学出版社 , 2000-3-1 , 12.00, 2000-3-1 , 12.00,8.6,旧中国老北京贫苦市民的典型命运
总统是靠不住的,https://book.douban.com/subject/1056315/,林达 , 生活·读书·新知三联书店 , 2004-08 , 21.80, 2004-08 , 21.80,8.8,美国政治法律制度的基本原理和操作细节
平面国,https://book.douban.com/subject/35170896/,[英] 埃德温·A·艾勃特 , 上海文化出版社 , 2020-8 , 39.80元, 2020-8 , 39.80元,9.2,空
众病之王,https://book.douban.com/subject/20507206/,[美] 悉达多·穆克吉 , 中信出版社 , 2013-2 , 42.00元, 2013-2 , 42.00元,9.0,癌症传
毛姆短篇小说精选集,https://book.douban.com/subject/10774752/,[英] 威廉·萨默塞特·毛姆 , 译林出版社 , 2012-11 , 36.00元, 2012-11 , 36.00元,9.1,在各种光怪陆离的场景中，迷失的人性引发了一连串的悲剧
金锁记,https://book.douban.com/subject/3017857/,张爱玲 , 哈尔滨出版社 , 2005-6 , 13.5元, 2005-6 , 13.5元,8.6,一个小商人家庭出身的女子曹七巧的心灵变迁历程
亲密关系（第6版）,https://book.douban.com/subject/26585065/,[美] 罗兰·米勒 (Rowland S. Miller) , 人民邮电出版社 , 2015-6 , 138.00元, 2015-6 , 138.00元,9.3,空
规训与惩罚,https://book.douban.com/subject/1012307/,[法] 米歇尔·福柯 , 生活·读书·新知三联书店 , 2003-1 , 21.80元, 2003-1 , 21.80元,9.3,伴随着惩罚的人性化，自由反而日益丧失了
檀香刑,https://book.douban.com/subject/26905337/,莫言 , 浙江文艺出版社 , 2017-1 , 56.00元, 2017-1 , 56.00元,9.3,空
黑箱,https://book.douban.com/subject/30484795/,[日]伊藤诗织 ,中信出版集团 , 2019-4 , 48.00元, 2019-4 , 48.00元,8.9,空
步履不停,https://book.douban.com/subject/26963321/,[日] 是枝裕和 , 北京联合出版公司 , 2017-5 , 36.80元, 2017-5 , 36.80元,8.7,人生路上，步履不停，总有那么一点来不及
会饮篇,https://book.douban.com/subject/21570668/,[古希腊] 柏拉图 , 商务印书馆 , 2013-1 , 12.00元, 2013-1 , 12.00元,9.3,空
时间的秩序,https://book.douban.com/subject/33424487/,[意] 卡洛·罗韦利 , 湖南科学技术出版社 , 2019-6 , 56.00元, 2019-6 , 56.00元,8.9,空
从一到无穷大,https://book.douban.com/subject/1102715/,[美] G. 伽莫夫 , 科学出版社 , 2002-11 , 29.00元, 2002-11 , 29.00元,9.1,科学中的事实和臆测
不存在的骑士,https://book.douban.com/subject/6789551/,[意] 伊塔洛·卡尔维诺 , 译林出版社 , 2012-4 , 22.00元, 2012-4 , 22.00元,8.9,空
夏洛的网,https://book.douban.com/subject/1036274/,[美] E.B.怀特 , 上海译文出版社 , 2004-5 , 17.00元, 2004-5 , 17.00元,8.6,一个蜘蛛和小猪的故事，写给孩子，也写给大人
中国哲学简史,https://book.douban.com/subject/1021273/,冯友兰 , 新世界出版社 , 2004-1 , 38.00元, 2004-1 , 38.00元,8.9,中国哲学入门书
哈姆莱特,https://book.douban.com/subject/1006197/,[英] 莎士比亚 , 人民文学出版社 , 2001-1 , 7.00元, 2001-1 , 7.00元,8.7,生存还是毁灭，这是一个值得思考的问题
香水,https://book.douban.com/subject/3815125/,[德] 帕·聚斯金德 , 上海译文出版社 , 2009-6 , 25.00元, 2009-6 , 25.00元,8.9,空
正见,https://book.douban.com/subject/1963912/,宗萨蒋扬钦哲仁波切 , 中国友谊出版公司 , 2007-1 , 25.00元, 2007-1 , 25.00元,8.8,佛陀的证悟
了不起的盖茨比,https://book.douban.com/subject/10738023/,[美] 斯科特·菲茨杰拉德 , 南海出版公司 , 2012-5 , 25.00元, 2012-5 , 25.00元,8.7,空
繁花,https://book.douban.com/subject/22714154/,金宇澄 , 上海文艺出版社 , 2013-3 , 48.00元, 2013-3 , 48.00元,8.7,海上繁花，请静观静读
此生未完成,https://book.douban.com/subject/6397275/,于娟 , 湖南科学技术出版社 , 2011-5 , 26.00元, 2011-5 , 26.00元,8.8,一个母亲、妻子、女儿的生命日记
东晋门阀政治,https://book.douban.com/subject/10758290/,田余庆 , 北京大学出版社 , 2012-5 , 49.00元, 2012-5 , 49.00元,9.5,空
如彗星划过夜空,https://book.douban.com/subject/1762869/,林达 , 生活·读书·新知三联书店 , 2006-3 , 21.00元, 2006-3 , 21.00元,8.9,空
稻草人手记,https://book.douban.com/subject/3607117/,三毛 , 北京十月文艺出版社 , 2009-3 , 18.00元, 2009-3 , 18.00元,8.9,三毛在加纳利群岛上的生活
分成两半的子爵,https://book.douban.com/subject/10555486/,[意] 伊塔洛·卡尔维诺 , 译林出版社 , 2012-4-1 , 20.00元, 2012-4-1 , 20.00元,8.8,空
民主的细节,https://book.douban.com/subject/3813669/,刘瑜 , 上海三联书店 , 2009-6 , 25.00, 2009-6 , 25.00,8.5,公民养成手册
显微镜下的大明,https://book.douban.com/subject/30414743/,马伯庸 , 湖南文艺出版社 , 2019-1 , 52.00元, 2019-1 , 52.00元,8.7,空
在细雨中呼喊,https://book.douban.com/subject/20421947/,余华 , 作家出版社 , 2012-11-1 , 25.00元, 2012-11-1 , 25.00元,8.8,空
给青年诗人的信,https://book.douban.com/subject/26685994/,[奥] 里尔克 ,云南人民出版社 , 2015-12 , 29.00元, 2015-12 , 29.00元,9.0,空
